"Code,""Nom"",""DCI"",""Marque"",""Categorie"",""Forme"",""Prix Vente"",""Prix Achat"",""Rx"",""Quantite"""
"PN1156,""Cotri 480mg Creat cp"","""","""",""Autre"",""Comprime"",""5000"",""0"",""Non"",""11"""
"PN1157,""Cotri 960mg Creat cp"","""","""",""Autre"",""Comprime"",""10000"",""0"",""Non"",""10"""
"PN1158,""Paracetamol Creat cp"","""","""",""Autre"",""Comprime"",""4000"",""0"",""Non"",""114"""
"PN1265,""Griseofulvine 250mg Creat cp"","""","""",""Autre"",""Comprime"",""11000"",""0"",""Non"",""20"""
"PN1266,""Griseofulvine 500mg Creat cp"","""","""",""Autre"",""Comprime"",""20000"",""0"",""Non"",""27"""
"PN1161,""Doxycilline 100mg Creat cp"","""","""",""Autre"",""Comprime"",""8000"",""0"",""Non"",""26"""
"PN1162,""Doxycilline 200mg Creat cp"","""","""",""Autre"",""Comprime"",""15000"",""0"",""Non"",""10"""
"PN1163,""Cimetidine Creat cp"","""","""",""Autre"",""Comprime"",""17000"",""0"",""Non"",""12"""
"PN1164,""Loperamid Creat cp"","""","""",""Autre"",""Comprime"",""10000"",""0"",""Non"",""27"""
"PN1165,""Metronidazole Creat 250mg cp"","""","""",""Autre"",""Comprime"",""7000"",""0"",""Non"",""26"""
"PN1166,""Metronidazole Creat 500mg cp"","""","""",""Autre"",""Comprime"",""12000"",""0"",""Non"",""6"""
"PN1167,""Dermofine 250mg cp"","""","""",""Autre"",""Comprime"",""19000"",""0"",""Non"",""10"""
"PN1168,""Griseopharn 125mg cp"","""","""",""Autre"",""Comprime"",""11000"",""0"",""Non"",""8"""
"PN1169,""Griseopharn 250mg cp"","""","""",""Autre"",""Comprime"",""15000"",""0"",""Non"",""2"""
"PN1170,""Griseopharn 500mg cp"","""","""",""Autre"",""Comprime"",""30000"",""0"",""Non"",""10"""
"PN1171,""Hydroxyde d'Aluminium Creat cp"","""","""",""Autre"",""Comprime"",""0"",""0"",""Non"",""0"""
"PN1172,""Philco Ery 500mg cp"","""","""",""Autre"",""Comprime"",""19000"",""0"",""Non"",""25"""
"PN1173,""Philco Mepra 20mg cp"","""","""",""Autre"",""Comprime"",""20000"",""0"",""Non"",""16"""
"PN1174,""Philco Cloxa 500mg cp"","""","""",""Autre"",""Comprime"",""15000"",""0"",""Non"",""57"""
"PN1175,""Philco Cipro 500mg cp"","""","""",""Autre"",""Comprime"",""12000"",""0"",""Non"",""6"""
"PN1176,""Philco Albo 400mg cp"","""","""",""Autre"",""Comprime"",""0"",""0"",""Non"",""0"""
"PN1177,""Philco Capto 25mg cp"","""","""",""Autre"",""Comprime"",""4000"",""0"",""Non"",""44"""
"PN1178,""Philco Max cp"","""","""",""Autre"",""Comprime"",""7000"",""0"",""Non"",""38"""
"PN1179,""Philco Ampi 500mg cp"","""","""",""Autre"",""Comprime"",""12000"",""0"",""Non"",""83"""
"PN1180,""Philco Amoxi 500mg cp"","""","""",""Autre"",""Comprime"",""10000"",""0"",""Non"",""103"""
"PN1267,""Philco Quinine 300mg cp"","""","""",""Autre"",""Comprime"",""12000"",""0"",""Non"",""64"""
"PN1182,""Philco Cimo cp"","""","""",""Autre"",""Comprime"",""12000"",""0"",""Non"",""20"""
"PN1183,""Philco Metro 250mg cp"","""","""",""Autre"",""Comprime"",""2000"",""0"",""Non"",""138"""
"PN1184,""Philco Para 500mg cp"","""","""",""Autre"",""Comprime"",""2000"",""0"",""Non"",""144"""
"PN1185,""Philco Diclo 50mg cp"","""","""",""Autre"",""Comprime"",""2000"",""0"",""Non"",""88"""
"PN1186,""Philco Ibu 400mg"","""","""",""Autre"",""Comprime"",""4000"",""0"",""Non"",""133"""
"PN1187,""Perfuseur"","""","""",""Autre"",""Comprime"",""5000"",""0"",""Non"",""324"""
"PN1188,""Seringue 10 cc"","""","""",""Autre"",""Comprime"",""2000"",""0"",""Non"",""142"""
"PN1189,""Seringue 5 cc"","""","""",""Autre"",""Comprime"",""1500"",""0"",""Non"",""297"""
"PN1190,""Epicranienne"","""","""",""Autre"",""Comprime"",""1500"",""0"",""Non"",""312"""
"PN1191,""Solvant"","""","""",""Autre"",""Comprime"",""2000"",""0"",""Non"",""247"""
"PN1268,""Test HCG Bandelette ubitest"","""","""",""Autre"",""Comprime"",""7000"",""0"",""Non"",""90"""
"PN1193,""Calgin inj 500mg"","""","""",""Autre"",""Comprime"",""5000"",""0"",""Non"",""49"""
"PN1194,""Restriva 500mg inj"","""","""",""Autre"",""Comprime"",""12000"",""0"",""Non"",""18"""
"PN1195,""Vitamine C inj"","""","""",""Autre"",""Comprime"",""5000"",""0"",""Non"",""424"""
"PN1196,""Vitamine B complexe inj"","""","""",""Autre"",""Comprime"",""5000"",""0"",""Non"",""333"""
"PN1269,""Metoclopramid inj"","""","""",""Autre"",""Comprime"",""2000"",""0"",""Non"",""196"""
"PN1198,""Serum ringer Lactate perf"","""","""",""Autre"",""Comprime"",""15000"",""0"",""Non"",""9"""
"PN1199,""Serum glucose perf"","""","""",""Autre"",""Comprime"",""15000"",""0"",""Non"",""19"""
"PN1270,""Serum salé perf"","""","""",""Autre"",""Comprime"",""15000"",""0"",""Non"",""42"""
"PN1201,""Apotel max perf"","""","""",""Autre"",""Comprime"",""35000"",""0"",""Non"",""7"""
"PN1271,""Ibuprofene Denk 400"","""","""",""Autre"",""Comprime"",""19000"",""0"",""Non"",""1"""
"PN1203,""Manitol perf"","""","""",""Autre"",""Comprime"",""0"",""0"",""Non"",""0"""
"PN1204,""Gelofusine 80"","""","""",""Autre"",""Comprime"",""85000"",""0"",""Non"",""1"""
"PN1205,""Philco Cimo inj"","""","""",""Autre"",""Comprime"",""500"",""0"",""Non"",""86"""
"PN1272,""Philco Benza inj"","""","""",""Autre"",""Comprime"",""7000"",""0"",""Non"",""20"""
"PN1207,""Philco Quinine inj"","""","""",""Autre"",""Comprime"",""5000"",""0"",""Non"",""67"""
"PN1208,""Philco Dexa inj"","""","""",""Autre"",""Comprime"",""3000"",""0"",""Non"",""143"""
"PN1209,""Philco Genta inj"","""","""",""Autre"",""Comprime"",""1500"",""0"",""Non"",""87"""
"PN1210,""Philco Meta inj"","""","""",""Autre"",""Comprime"",""3500"",""0"",""Non"",""178"""
"PN1211,""Philco Kana inj"","""","""",""Autre"",""Comprime"",""5000"",""0"",""Non"",""52"""
"PN1212,""Philco Ampi inj"","""","""",""Autre"",""Comprime"",""5000"",""0"",""Non"",""55"""
"PN1273,""A-cerume unidose"","""","""",""Autre"",""Comprime"",""36000"",""0"",""Non"",""2"""
"PN1274,""Dolol 500 Eff"","""","""",""Autre"",""Comprime"",""4000"",""0"",""Non"",""54"""
"PN1275,""Carteol LP 1% cy"","""","""",""Autre"",""Comprime"",""124000"",""0"",""Non"",""1"""
"PN1276,""Flixonase cy"","""","""",""Autre"",""Comprime"",""97000"",""0"",""Non"",""1"""
"PN1277,""Fluca cy"","""","""",""Autre"",""Comprime"",""70000"",""0"",""Non"",""1"""
"PN1278,""Ioprost cy"","""","""",""Autre"",""Comprime"",""226000"",""0"",""Non"",""1"""
"PN1279,""Indocollyre cy"","""","""",""Autre"",""Comprime"",""57000"",""0"",""Non"",""14"""
"PN1280,""Naso GH spray pedia"","""","""",""Autre"",""Comprime"",""16000"",""0"",""Non"",""1"""
"PN1281,""Dacryoserum"","""","""",""Autre"",""Comprime"",""56000"",""0"",""Non"",""2"""
"PN1282,""Rapidex enf spray"","""","""",""Autre"",""Comprime"",""20000"",""0"",""Non"",""3"""
"PN1283,""Rapidex Ad spray"","""","""",""Autre"",""Comprime"",""20000"",""0"",""Non"",""1"""
"PN1284,""Tobradex cy"","""","""",""Autre"",""Comprime"",""58000"",""0"",""Non"",""2"""
"PN1285,""Fludol gelule 100"","""","""",""Autre"",""Comprime"",""10000"",""0"",""Non"",""63"""
"PN1286,""Surdex cp"","""","""",""Autre"",""Comprime"",""15000"",""0"",""Non"",""17"""
"PN1287,""Vitamine B complexe cp"","""","""",""Autre"",""Comprime"",""2000"",""0"",""Non"",""336"""
"PN1288,""Philco Multivitamine cp"","""","""",""Autre"",""Comprime"",""17000"",""0"",""Non"",""2"""
"PN1289,""Rhinicold cp"","""","""",""Autre"",""Comprime"",""6000"",""0"",""Non"",""7"""
"PN1290,""Galocid 40 cp"","""","""",""Autre"",""Comprime"",""6000"",""0"",""Non"",""22"""
"PN1291,""Tetracycline creat cp"","""","""",""Autre"",""Comprime"",""12000"",""0"",""Non"",""12"""
"PN1292,""Philco nitro perf"","""","""",""Autre"",""Comprime"",""20000"",""0"",""Non"",""10"""
"PN1293,""Philco cipro perf"","""","""",""Autre"",""Comprime"",""20000"",""0"",""Non"",""11"""
"PN1294,""Philco Para perf"","""","""",""Autre"",""Comprime"",""30000"",""0"",""Non"",""4"""
"PN1295,""Test HCG Cassette"","""","""",""Autre"",""Comprime"",""10000"",""0"",""Non"",""122"""
"PN1296,""Paragin inj"","""","""",""Autre"",""Comprime"",""8000"",""0"",""Non"",""4"""
"PN1297,""Litacold spray"","""","""",""Autre"",""Comprime"",""70000"",""0"",""Non"",""1"""
"PN1298,""Gentasol"","""","""",""Autre"",""Comprime"",""20000"",""0"",""Non"",""12"""
